P_SUID,PARTY,CHNG_A,CHNG_B,CHNG_C,DIVRELPOP,DIVRACPOP,POORASSIST,CLIM1A,SCIMPACT,RELIMPACT,RACECMB,INC_SDT1,EDUCREC,EMPLSIT,USGEN,CURREL
10292080,3,1,1,3,1,1,3,1,1,3,1,1,1,1,3,10010
10292090,1,3,2,2,1,1,2,2,2,2,1,4,4,1,3,10010
10292110,1,1,1,1,3,1,3,2,2,3,1,4,4,1,3,100000
10292140,3,2,1,2,2,3,2,3,2,1,1,6,2,1,3,100000
10292200,2,1,3,2,1,1,3,1,2,1,3,1,4,4,2,100000
10292250,2,1,1,1,1,1,1,1,2,1,3,8,3,1,1,100000
10292310,1,2,1,2,1,1,2,3,2,2,1,8,4,1,3,10010
10292330,1,2,1,3,3,2,2,1,2,1,1,5,4,5,3,10010
10292470,2,2,3,3,1,3,3,3,3,3,2,2,2,1,3,10010
10292480,1,2,3,2,2,1,1,3,3,2,1,1,1,4,3,10010
10292640,3,1,1,1,1,1,1,1,2,3,1,7,4,5,3,50000
10292680,1,2,1,2,2,1,3,77,3,2,1,6,4,1,3,10010
10292740,1,2,1,2,2,3,3,3,3,2,1,7,4,5,3,10010
10292760,3,3,1,1,1,1,1,1,2,1,1,8,2,1,3,100000
10292870,1,2,1,2,1,1,2,77,3,2,1,8,4,5,3,10010
10293010,4,2,1,1,1,1,2,1,2,3,1,4,2,5,3,100000
10293060,1,2,2,2,2,2,2,77,3,2,1,4,1,3,3,10010
10293100,2,1,1,1,1,1,1,1,2,3,1,6,3,1,2,10010
10293120,1,2,3,2,3,2,3,3,2,2,1,2,1,5,1,10010
10293130,1,2,1,2,2,3,1,2,3,2,1,1,2,5,3,10010
10293300,1,2,1,2,2,2,3,1,2,3,1,4,1,5,3,10010
10293320,2,1,1,1,1,1,3,1,2,1,1,5,4,5,3,10010
10293550,1,2,1,2,2,1,3,1,3,2,1,5,2,3,1,10010
10293620,3,2,3,2,2,1,2,3,3,3,1,7,2,1,3,10010
10293760,2,1,1,1,1,1,1,2,3,2,1,1,2,5,3,10010
10293780,3,1,1,2,1,1,1,77,3,3,1,4,2,2,3,100000
10293850,3,3,1,1,1,1,3,1,3,2,1,6,3,5,2,10010
10294000,1,2,2,2,3,2,2,3,3,3,1,1,4,5,3,10010
10294030,4,3,1,3,1,1,1,1,2,1,1,6,2,1,1,10010
10294040,1,3,3,3,2,3,2,1,2,1,2,6,3,1,2,100000
10294120,2,1,1,1,1,1,1,1,2,1,1,2,4,1,3,100000
10294260,3,1,1,1,1,1,3,1,2,2,1,1,3,2,2,10010
10294540,1,2,1,2,3,1,3,1,2,2,1,8,2,5,3,10010
10294580,1,2,3,3,3,3,3,77,3,2,1,8,2,1,3,10010
10294660,3,2,1,1,1,1,3,1,3,3,1,5,1,5,3,10010
10294680,2,3,1,1,3,1,1,77,3,3,1,3,3,3,3,100000
10294960,2,2,1,2,2,1,1,1,2,2,1,5,3,5,3,10010
10295040,4,2,1,2,2,3,2,3,3,2,1,3,3,5,3,10010
10295130,2,2,3,1,2,1,3,1,2,3,5,1,2,1,3,100000
10295170,2,2,2,1,3,1,3,1,2,2,3,5,3,5,2,10010
10295190,1,3,3,2,2,3,2,1,3,2,1,7,4,1,1,10010
10295240,1,3,1,2,1,1,3,3,3,3,1,1,2,5,3,10010
10295280,2,3,1,2,3,3,1,1,3,3,2,2,1,4,3,10010
10295370,4,1,1,1,1,1,3,1,2,2,3,5,3,1,1,80000
10295420,1,2,1,2,2,1,2,1,1,2,1,5,1,1,3,10010
10295520,3,1,1,1,1,1,1,1,2,1,1,4,3,5,3,10010
10295570,2,1,1,2,1,1,3,1,2,2,1,6,2,1,3,10010
10295590,3,1,1,1,1,1,1,1,2,1,3,8,2,3,2,100000
10295640,3,1,3,2,1,1,3,1,2,2,1,2,3,2,1,100000
10295660,1,2,3,2,3,3,2,3,2,3,1,4,2,5,3,10010
10295710,1,2,1,2,1,1,2,2,2,2,1,6,1,1,3,10010
10295900,3,1,1,2,1,1,2,3,2,2,4,8,2,2,3,10010
10295940,2,2,1,1,3,3,1,1,2,2,1,1,1,3,3,10010
10295980,1,3,2,2,3,1,2,77,2,2,1,7,4,1,3,10010
10296130,1,2,2,2,2,2,2,77,3,2,1,2,1,1,3,10010
10296320,2,1,1,1,1,1,1,1,2,1,1,5,3,5,3,10010
10296330,2,3,1,1,1,1,3,1,2,1,1,4,2,1,3,100000
10296380,3,1,1,3,1,1,3,1,2,2,1,8,4,1,3,10010
10296400,4,2,2,2,2,1,2,3,1,1,4,8,4,1,3,10010
10296420,1,3,1,3,1,1,3,2,3,2,1,5,2,2,3,10010
10296450,2,1,1,1,1,1,1,1,2,3,1,8,4,1,3,10010
10296480,3,1,1,1,1,1,3,1,2,2,1,8,4,1,3,10010
10296580,1,1,1,1,1,1,3,77,3,3,1,6,2,1,3,100000
10296650,1,2,1,3,2,1,2,2,2,2,1,6,3,5,3,10010
10296700,3,1,1,1,1,1,1,1,2,1,3,8,4,1,1,100000
10296930,4,1,1,1,3,1,1,1,2,3,1,6,2,1,2,10010
10296960,2,3,1,1,3,1,2,1,3,3,4,1,1,4,3,10010
10297120,2,1,1,1,1,1,1,1,2,1,1,8,4,1,3,100000
10297140,4,3,1,3,3,1,2,1,3,3,1,2,2,1,2,10010
10297170,1,2,3,3,1,1,2,2,2,2,1,3,2,2,2,10010
10297210,1,2,2,2,1,3,2,2,2,2,1,3,1,3,3,10010
10297260,1,1,1,1,1,1,3,1,3,3,1,4,2,1,1,100000
10297610,1,2,2,2,2,3,2,2,2,2,2,5,3,1,1,10010
10297630,1,2,1,2,3,3,1,2,2,2,1,5,2,1,3,10010
10297770,2,1,1,1,1,1,2,1,2,2,2,8,4,1,3,10010
10297800,2,1,1,1,1,1,1,1,2,1,1,1,4,3,3,10010
10297850,1,2,3,2,2,1,2,3,3,2,1,8,3,1,3,10010
10297900,4,1,1,1,1,1,1,1,2,1,1,7,3,1,3,100000
10297940,2,1,1,1,1,1,3,1,2,1,1,5,3,1,3,100000
10298150,3,1,3,2,3,3,1,2,3,3,1,7,3,1,3,10010
10298170,3,2,1,3,3,3,1,77,3,3,1,3,2,4,3,10010
10298200,1,2,3,2,1,1,2,77,3,2,1,1,2,5,2,20000
10298220,1,2,1,2,3,3,2,2,2,2,1,4,2,5,3,100000
10298500,2,1,1,1,1,1,1,1,2,1,1,8,3,1,3,100000
10298780,3,3,1,2,1,3,1,1,2,1,2,1,1,3,1,100000
10298880,1,2,3,2,2,1,2,3,3,2,4,4,3,1,1,10010
10299110,1,2,3,2,2,2,2,2,3,3,1,3,3,2,3,10010
10299160,1,2,1,2,2,2,1,3,3,2,2,6,2,1,3,10010
10299190,1,3,3,2,2,3,2,3,2,2,1,8,3,1,3,10010
10299290,2,1,1,1,1,1,1,1,2,1,1,8,2,5,3,100000
10299320,1,2,2,2,2,3,2,2,2,2,1,4,2,3,3,10010
10299350,2,1,1,1,1,1,1,1,2,3,1,4,4,1,3,10010
10299380,1,2,1,2,1,1,2,3,1,2,1,7,1,5,3,10010
10299730,3,2,1,2,3,2,1,1,2,3,1,5,2,1,3,10010
10299750,4,1,1,3,1,1,3,77,1,3,1,8,4,1,3,90010
10299870,1,1,3,3,1,1,2,1,2,1,1,7,2,1,2,10010
10300050,2,1,1,1,1,1,1,1,2,3,1,8,3,5,3,100000
10300090,2,3,1,1,1,1,1,2,3,3,1,1,2,4,3,10010
10300190,2,3,1,1,1,1,3,77,3,2,1,3,1,5,3,10010
10300200,3,3,3,1,3,1,1,2,3,3,2,1,1,4,1,10010
10300300,1,2,3,2,3,2,2,2,2,2,1,8,4,5,3,10010
10300390,3,1,1,1,1,1,1,77,2,2,1,6,4,5,3,10010
10300440,2,1,1,1,1,1,3,1,2,3,1,5,4,5,3,50000
10300500,1,3,1,2,1,1,2,2,2,2,1,8,4,1,3,10010
10300530,2,3,1,1,1,1,1,1,2,1,1,8,4,5,3,100000
10300590,2,1,1,3,1,1,1,2,2,1,5,5,3,1,1,10010
10300600,1,2,1,2,3,1,2,2,2,2,1,5,4,5,3,10010
10300640,1,2,3,3,1,2,2,2,3,3,1,6,4,1,3,10010
10300690,3,2,2,2,2,2,3,2,1,1,2,1,1,4,3,10010
10300730,2,1,1,1,1,1,1,1,2,1,1,6,4,5,3,100000
10300830,1,1,2,3,2,2,2,3,3,2,1,1,1,5,3,10010
10300840,2,1,1,1,1,1,1,1,2,1,1,4,4,1,3,100000
10300860,2,1,1,1,1,1,1,1,2,1,1,8,4,1,1,10010
10300890,1,2,1,2,3,3,2,2,2,3,4,7,4,5,3,10010
10300900,2,1,1,3,1,1,3,77,2,2,2,2,2,5,3,10010
10301030,2,3,1,3,1,1,1,1,3,2,2,2,2,1,3,10010
10301080,2,1,1,3,1,1,3,1,2,3,1,4,4,5,3,100000
10301110,1,2,1,1,1,1,2,2,2,3,1,1,4,5,3,100000
10301240,2,2,1,1,1,1,2,1,2,3,1,6,3,2,2,10010
10301360,4,3,1,3,3,1,1,77,3,3,2,4,2,1,3,90010
10301380,3,1,1,1,1,1,1,1,2,2,1,2,2,1,2,20000
10301430,2,1,1,1,1,1,1,1,2,1,1,5,3,5,3,100000
10301580,3,2,1,3,1,1,2,1,2,2,3,7,3,3,1,10010
10301620,4,3,1,3,1,1,1,2,3,3,3,4,1,5,1,70000
10301750,1,2,3,2,3,1,2,1,2,1,1,8,4,5,3,10010
10301790,2,3,3,3,3,3,1,77,3,2,5,1,1,4,3,10010
10301830,1,3,1,3,3,1,3,77,2,2,1,8,4,1,3,10010
10301960,3,1,1,3,1,1,1,77,3,2,1,1,3,1,3,10010
10301980,2,3,1,3,1,1,1,1,2,2,1,3,1,5,3,10010
10301990,1,2,2,2,2,2,2,1,3,2,1,4,1,1,1,10010
10302000,1,2,1,2,2,2,2,3,3,2,1,8,1,1,3,10010
10302010,3,3,1,1,1,1,1,1,2,3,1,8,4,1,3,90010
10302290,3,3,3,3,3,1,3,2,3,3,1,1,2,5,3,10010
10302440,1,2,3,2,2,1,2,3,3,2,1,5,2,1,3,10010
10302450,1,3,3,2,3,3,2,77,3,3,4,1,3,1,2,50000
10302490,2,3,1,1,1,1,1,1,2,1,1,3,2,2,1,100000
10302530,2,1,1,1,1,1,1,1,3,1,1,2,1,1,3,100000
10302590,2,1,1,1,1,1,1,1,2,1,1,5,4,1,3,100000
10302780,3,3,1,3,2,1,1,1,3,3,2,4,2,1,3,10010
10302790,3,3,1,1,3,3,1,1,2,1,1,7,4,5,3,100000
10302880,2,1,1,1,3,1,3,1,2,3,1,7,2,5,3,100000
10302950,1,1,1,3,2,1,1,2,2,2,1,3,3,1,2,50000
10302980,4,1,1,1,1,1,1,1,2,1,1,6,3,1,3,100000
10303220,4,3,1,3,1,1,1,1,2,3,1,4,3,2,3,10010
10303330,4,2,3,2,3,2,1,77,2,1,1,4,1,4,3,100000
10303340,2,3,1,1,1,1,3,1,2,3,1,5,2,5,1,10010
10303380,1,2,2,2,2,1,2,2,2,2,1,6,2,1,3,10010
10303410,2,3,1,1,1,1,1,1,2,3,1,8,4,5,3,10010
10303500,3,3,1,1,1,1,1,1,2,2,1,8,4,1,3,10010
10303570,1,2,1,2,3,3,2,2,2,2,1,4,3,5,1,10010
10303650,1,2,2,2,2,2,2,3,2,2,1,4,2,5,3,10010
10303670,1,3,1,2,1,1,3,2,2,2,1,4,4,1,3,10010
10303700,2,1,1,1,1,1,1,1,2,3,1,8,4,5,3,90010
10303790,3,1,1,1,1,1,3,1,2,1,1,4,3,1,3,100000
10303910,1,2,3,2,3,1,3,2,3,2,3,4,3,5,1,10010
10303930,1,2,2,2,2,1,2,77,3,3,1,6,3,1,3,10010
10303940,2,3,1,3,3,3,3,77,3,2,1,1,1,5,3,10010
10303980,2,1,1,1,1,1,3,1,3,3,1,8,4,1,3,10010
10304060,3,3,1,1,1,1,1,1,2,1,1,3,2,5,3,10010
10304130,2,1,1,1,1,1,1,1,2,1,1,8,3,1,3,10010
10304220,2,1,1,1,1,1,1,1,2,1,1,7,2,1,3,100000
10304260,2,3,1,2,1,1,1,1,2,3,2,8,4,1,3,100000
10304280,4,3,1,1,3,3,1,1,2,1,2,4,3,1,3,100000
10304470,2,1,1,1,1,1,1,1,2,3,1,8,4,1,3,70000
10304820,1,2,1,1,1,1,2,2,2,2,1,7,3,1,3,10010
10304840,1,2,3,2,2,1,2,3,2,2,1,8,1,1,3,10010
10304950,1,2,2,2,2,1,2,3,3,2,1,5,4,1,3,10010
10304960,2,1,1,1,1,1,1,2,2,2,1,2,2,2,3,10010
10305120,2,1,1,1,1,1,1,1,2,1,1,3,3,5,3,100000
10305130,3,3,1,1,1,1,3,1,2,3,1,2,3,1,3,100000
10305160,2,3,3,3,3,3,1,77,2,2,1,1,1,2,1,100000
10305290,2,3,1,1,1,1,1,1,2,1,1,1,3,5,3,90010
10305300,3,2,1,2,1,1,1,1,2,2,1,4,4,5,3,10010
10305360,2,3,3,3,1,1,3,1,3,3,1,6,3,1,1,10010
10305400,2,2,3,3,3,1,1,2,3,3,2,4,2,5,3,10010
10305440,2,1,1,1,1,1,1,1,2,3,1,7,4,1,3,100000
10305450,2,2,1,1,3,3,1,1,2,2,1,8,3,2,3,100000
10305480,3,3,1,3,1,1,3,1,2,1,1,6,4,5,2,100000
10305510,4,3,1,2,3,1,1,1,3,1,2,8,4,1,3,100000
10305630,1,2,3,2,2,2,2,2,2,2,1,5,1,1,3,10010
10305640,1,2,3,2,3,3,2,2,2,2,1,4,3,1,3,10010
10305660,2,1,1,1,1,1,3,1,2,3,1,6,4,5,2,50000
10305680,3,1,1,2,3,1,1,1,2,1,1,3,1,1,1,100000
10305800,3,1,1,2,1,1,1,77,3,2,2,7,4,1,1,10010
10305820,2,1,1,1,1,1,3,1,2,1,4,3,3,2,3,100000
10305860,4,3,3,2,2,2,1,77,3,3,5,2,1,1,2,100000
10305930,2,3,1,1,1,1,1,2,2,3,1,2,3,1,3,100000
10305990,2,1,1,3,1,1,1,1,2,1,5,8,1,1,3,10010
10306000,1,3,2,2,2,2,1,2,2,2,1,4,3,5,3,10010
10306140,1,1,3,2,1,1,2,2,2,2,1,8,3,1,1,10010
10306200,4,3,3,1,1,1,1,1,2,1,1,3,2,1,3,100000
10306230,3,2,1,3,3,1,1,3,3,2,1,2,2,1,3,100000
10306370,1,2,3,2,3,3,3,3,3,2,1,4,2,5,3,10010
10306510,4,1,1,3,3,1,3,2,2,2,1,2,3,5,3,10010
10306550,3,1,1,1,3,3,1,77,3,1,2,1,2,3,3,100000
10306630,2,1,1,1,1,1,1,1,2,2,1,4,2,2,3,100000
10306640,1,2,3,2,1,3,2,2,2,2,1,6,2,1,3,10010
10306740,2,3,3,3,3,3,1,3,2,2,1,3,2,5,3,10010
10306760,3,2,1,1,1,3,1,2,2,3,1,3,1,3,3,100000
10306820,1,2,1,2,1,1,2,1,2,2,1,6,3,5,3,10010
10306960,1,2,1,2,1,1,3,77,3,1,1,8,3,1,1,50000
10307050,3,2,3,2,1,1,2,1,2,1,1,5,2,5,3,100000
10307220,1,2,3,2,1,1,2,77,1,2,1,2,2,5,3,10010
10307280,1,1,1,2,3,3,2,1,2,2,1,1,4,2,3,20000
10307320,4,3,1,1,1,1,1,3,2,1,1,2,2,4,3,100000
10307330,4,2,3,2,3,2,2,77,2,3,4,4,3,1,3,100000
10307400,2,1,1,1,1,1,1,1,2,1,1,4,2,5,3,100000
10307420,2,2,1,1,1,1,1,1,3,3,3,1,4,3,1,80000
10307500,4,3,1,2,1,1,1,1,2,3,2,4,3,1,3,10010
10307570,2,3,1,1,1,1,1,1,2,2,1,4,2,1,3,10010
10307600,3,2,3,2,2,1,1,1,1,2,1,1,2,2,3,10010
10307620,2,3,1,2,3,3,1,1,2,2,2,4,2,5,3,10010
10307750,1,2,3,2,2,3,3,77,3,2,1,3,2,5,3,10010
10308040,3,2,2,2,2,2,1,2,2,1,1,3,1,5,3,100000
10308050,3,2,1,1,3,1,2,1,2,1,1,8,1,1,1,100000
10308060,2,1,1,1,1,1,1,1,2,2,1,7,1,5,2,10010
10308090,4,3,1,1,3,1,1,1,3,3,1,2,3,1,3,10010
10308190,2,2,1,1,3,1,1,1,2,2,1,8,3,1,3,10010
10308200,2,1,1,1,1,1,1,1,3,1,5,5,2,3,1,10010
10308220,1,3,1,3,1,1,2,2,3,2,1,2,2,1,3,10010
10308260,2,1,1,1,1,1,1,1,2,1,1,8,4,1,2,100000
10308380,1,2,3,2,2,3,2,2,3,2,1,4,1,1,3,10010
10308390,2,1,1,2,1,1,1,1,2,2,1,6,3,4,1,10010
10308510,1,1,1,1,1,1,3,2,3,3,1,8,2,2,3,10010
10308530,1,1,3,1,1,1,1,1,2,2,5,8,3,2,1,60000
10308570,3,2,1,2,3,3,2,2,2,2,1,3,4,5,3,10010
10308580,3,1,1,1,1,1,1,1,2,1,1,8,3,1,3,100000
10308590,1,1,1,2,1,1,2,2,2,2,4,8,4,1,1,50000
10308630,2,1,1,1,1,1,1,1,2,2,1,8,3,3,3,10010
10308790,1,2,3,2,2,1,2,3,3,2,1,4,2,4,3,10010
10308860,3,2,1,1,3,3,1,77,1,3,1,4,1,5,3,100000
10309130,4,2,3,2,1,1,1,77,2,2,1,1,3,3,3,100000
10309140,3,2,3,1,3,3,2,1,2,3,1,1,1,5,3,100000
10309150,1,2,1,2,1,1,2,1,3,2,1,2,2,5,3,10010
10309180,4,3,1,3,3,3,1,2,2,2,4,1,1,3,2,10010
10309220,2,1,1,3,3,1,3,1,3,3,1,3,3,3,3,10010
10309340,3,2,2,2,3,1,2,77,3,2,1,8,1,1,1,10010
10309370,3,1,1,1,3,3,2,77,3,3,1,7,3,1,3,70000
10309460,1,2,1,2,2,3,3,2,3,2,1,8,4,3,2,10010
10309470,1,2,1,2,2,2,1,2,1,2,1,1,1,1,3,10010
10309540,4,2,1,3,1,1,1,3,3,3,2,2,1,5,3,10010
10309570,3,2,1,3,3,3,2,2,2,2,4,7,4,1,3,10010
10309790,1,2,2,2,3,3,3,2,3,2,1,2,3,3,3,20000
10309820,3,1,1,1,1,1,1,1,2,1,3,8,4,1,1,80000
10309850,3,2,3,2,3,3,1,77,2,2,2,5,2,1,3,60000
10309870,3,1,1,1,1,1,1,1,2,1,1,1,4,1,3,100000
10309990,4,1,1,1,1,1,1,1,3,3,3,8,3,4,2,100000
10310040,4,2,3,3,1,1,1,2,3,3,1,3,2,3,3,100000
10310090,2,3,1,1,1,1,1,1,2,1,1,1,3,4,3,40001
10310170,3,2,1,3,3,3,3,2,2,3,1,1,1,2,3,10010
10310360,2,1,1,1,1,1,1,1,2,3,3,8,4,1,1,70000
10310410,2,1,1,1,1,1,3,1,2,2,1,4,3,5,2,10010
10310610,2,3,1,1,3,3,1,1,2,1,1,1,3,5,3,100000
10310630,3,3,1,1,1,1,1,1,2,1,1,8,4,5,3,100000
10310650,3,2,1,1,1,1,3,1,2,1,1,5,4,5,2,100000
10310730,3,1,1,3,1,1,3,1,2,3,1,5,3,5,3,10010
10310770,1,3,1,2,1,1,3,1,3,3,1,1,2,1,3,10010
10310790,2,1,1,3,1,1,1,1,2,1,1,8,4,2,3,50000
10310810,3,3,1,1,1,1,3,1,2,1,5,6,2,1,3,90010
10310980,4,1,1,1,1,1,1,1,3,3,4,1,2,1,3,100000
10311060,2,1,1,1,1,1,1,1,2,1,1,6,2,1,3,100000
10311260,4,3,2,3,1,1,1,2,2,2,1,7,4,1,3,10010
10311280,1,2,1,3,2,3,2,3,3,3,1,8,4,5,3,10010
10311390,2,1,1,1,1,1,1,1,2,3,1,4,4,5,3,100000
10311630,3,1,1,2,1,1,3,77,2,2,1,8,3,1,3,100000
10311670,3,2,1,3,1,1,1,2,2,2,1,3,1,1,3,10010
10311720,3,1,1,1,1,1,3,1,2,3,1,5,3,5,3,90010
10311840,1,2,1,3,3,1,2,2,2,2,1,7,3,5,2,100000
10311900,1,2,1,1,1,3,2,2,3,2,1,4,2,1,3,10010
10311960,3,2,1,1,3,1,2,1,3,2,1,5,3,1,3,10010
10312020,1,2,1,3,2,1,3,1,2,2,1,1,2,3,2,10010
10312030,2,2,1,3,3,2,1,1,3,2,2,2,2,3,1,10010
10312060,3,1,3,3,3,3,3,1,3,1,2,1,2,1,3,100000
10312250,3,2,3,2,1,1,1,1,3,3,4,1,2,1,3,90010
10312300,2,2,1,2,3,1,1,2,2,3,1,4,2,3,3,10010
10312340,2,1,1,1,1,1,1,1,2,1,1,7,4,1,3,100000
10312520,1,2,3,2,2,3,2,3,3,3,1,1,2,5,3,10010
10312580,2,3,3,3,3,3,1,1,2,2,3,5,3,2,1,70000
10312620,4,3,1,3,1,1,3,1,3,1,1,6,2,2,2,10010
10312630,3,2,1,3,3,1,3,77,2,2,5,8,1,5,3,10010
10312670,1,1,1,2,1,1,2,2,3,3,1,8,3,1,3,100000
10312770,1,2,2,2,2,2,2,2,3,2,1,4,3,5,3,10010
10312900,3,1,1,1,1,1,3,1,2,2,1,5,4,5,3,10010
10312950,1,2,2,2,3,2,2,2,3,2,1,7,4,1,3,10010
10313010,1,2,1,1,1,1,2,77,3,3,1,7,3,5,3,10010
10313070,2,1,1,1,1,1,1,1,2,1,1,3,3,2,3,10010
10313170,2,1,1,1,1,1,1,1,2,1,1,6,3,2,3,100000
10313190,1,2,1,1,1,1,1,2,2,2,1,1,1,1,3,10010
10313200,2,1,1,1,3,1,1,1,2,3,1,7,4,1,3,10010
10313230,2,3,1,1,3,1,3,1,1,2,1,1,2,1,1,10010
10313270,4,3,1,2,1,1,3,77,3,2,1,3,2,1,2,10010
10313440,2,1,1,1,1,1,1,77,2,1,1,6,1,1,3,10010
10313520,2,1,1,1,1,1,1,1,2,1,1,8,4,1,3,100000
10313580,3,3,1,2,1,1,1,2,3,2,1,8,3,1,3,10010
10313650,3,1,1,1,1,1,1,1,3,1,1,5,3,1,3,100000
10313670,4,2,1,1,3,1,1,1,3,1,3,2,3,2,1,100000
10313700,2,1,1,2,1,1,1,1,2,3,1,7,4,1,3,10010
10313710,4,3,1,1,3,3,1,2,3,2,5,3,4,2,2,100000
10313720,2,3,1,2,2,1,1,2,2,3,1,2,1,1,3,10010
10313750,4,2,2,2,2,3,2,3,3,3,3,4,2,5,2,10010
10313760,2,1,1,1,1,1,1,1,2,1,1,6,4,1,3,100000
10313790,1,1,1,3,1,1,3,77,3,3,1,7,2,1,3,10010
10313810,3,2,1,1,1,1,3,1,2,2,4,6,4,1,3,10010
10313820,3,2,1,1,1,1,3,1,2,3,1,4,1,5,3,10010
10313860,1,2,2,1,2,3,3,77,3,3,1,8,4,1,3,10010
10313990,2,2,1,1,1,2,1,1,2,2,1,5,2,5,2,100000
10314060,3,2,1,2,1,1,3,2,2,2,5,4,2,5,2,100000
10314170,3,3,1,1,3,1,3,77,3,2,4,5,2,1,2,10010
10314250,1,1,3,2,2,1,2,2,2,2,1,2,4,2,3,10010
10314380,2,2,1,1,2,3,1,77,2,2,2,4,2,5,3,10010
10314390,1,2,3,2,2,1,2,2,3,2,1,8,3,1,3,10010
10314500,2,1,1,1,1,1,3,2,2,3,4,4,3,1,3,10010
10314530,4,3,3,2,2,3,2,3,2,2,5,8,4,1,3,10010
10314610,2,1,1,2,1,1,3,1,2,2,1,4,3,1,1,60000
10314800,4,3,3,3,3,3,3,3,3,3,3,2,2,5,1,10010
10314810,1,2,1,2,1,1,2,3,3,2,1,2,1,5,3,10010
10314910,1,1,1,1,1,1,2,1,2,2,1,5,3,1,3,10010
10315270,2,1,1,1,1,1,1,1,2,1,1,8,4,1,3,100000
10315280,1,2,1,2,3,1,3,2,3,2,1,3,2,1,3,10010
10315490,2,1,1,1,1,1,1,1,2,1,1,6,3,1,3,100000
10315500,2,1,1,2,1,1,1,1,2,2,1,2,2,5,3,10010
10315530,1,3,1,1,3,1,3,1,3,3,1,1,1,1,3,100000
10315570,1,2,3,2,2,2,3,2,3,2,1,1,2,5,3,10010
10315630,2,1,1,2,3,1,1,1,2,3,1,7,4,5,2,100000
10315700,1,2,1,2,3,3,2,2,3,2,1,4,2,5,3,10010
10315770,1,3,3,3,1,1,1,2,3,3,1,7,2,1,2,10010
10315860,4,1,1,1,1,1,1,1,3,3,5,3,3,1,2,10010
10315880,1,2,2,2,3,1,3,2,1,2,1,5,2,5,3,10010
10315970,2,1,1,2,3,1,1,1,2,2,1,2,3,1,3,10010
10315980,3,3,1,1,1,1,1,1,3,3,1,1,2,3,2,10010
10316150,2,1,1,1,1,1,1,77,2,3,1,5,3,2,3,100000
10316240,2,1,1,1,1,1,1,1,2,1,1,5,4,1,3,100000
10316320,3,1,1,1,1,1,1,1,2,1,4,8,3,1,3,100000
10316340,1,2,1,2,3,2,1,77,3,2,1,1,2,3,3,10010
10316440,4,3,1,2,3,1,1,2,3,3,2,1,4,2,1,10010
10316490,1,3,1,1,1,1,2,2,2,2,1,7,4,5,1,10010
10316600,3,1,1,1,1,1,3,1,2,1,1,8,4,1,3,100000
10316640,1,2,3,1,1,3,2,2,2,1,1,4,3,1,3,100000
10316650,3,1,3,1,1,1,1,1,2,2,1,6,3,5,1,10010
10316790,3,2,1,1,3,3,2,1,2,1,1,3,4,5,3,100000
10316870,1,2,1,2,3,3,3,2,2,2,1,5,2,5,3,10010
10317010,1,2,1,2,2,1,2,3,1,2,1,5,2,5,3,10010
10317090,1,2,3,3,1,1,2,77,3,2,1,3,1,1,3,10010
10317180,2,1,1,1,1,1,1,1,2,1,1,8,3,1,3,100000
10317220,2,1,1,1,1,1,1,1,2,1,1,6,4,1,3,10010
10317250,2,1,1,1,1,1,1,1,2,1,1,8,4,1,3,10010
10317300,2,1,1,1,1,1,1,1,2,3,1,8,4,5,3,10010
10317360,2,1,1,1,1,1,3,1,2,3,1,7,4,1,3,100000
10317390,1,2,1,2,1,1,3,2,2,2,1,3,3,5,3,10010
10317560,1,2,2,2,2,2,2,77,3,2,4,3,3,5,2,10010
10317650,2,1,3,3,1,1,2,1,2,1,1,5,3,1,3,10010
10317760,1,2,3,2,3,3,2,3,3,2,1,8,3,1,2,10010
10317830,4,3,3,3,1,1,1,2,3,2,2,1,2,1,3,10010
10318000,3,1,1,1,3,1,1,1,2,1,1,8,4,1,1,100000
10318070,4,2,1,2,1,1,1,1,2,3,1,1,1,5,3,10010
10318130,1,2,3,2,2,1,2,2,3,3,5,2,1,3,3,10010
10318140,2,2,1,1,1,1,1,1,2,1,1,2,3,5,3,100000
10318190,1,3,2,2,2,1,2,3,2,2,1,8,3,1,3,10010
10318200,1,2,3,2,3,1,3,2,3,2,1,1,2,4,3,10010
10318240,3,1,1,1,1,1,1,1,2,1,1,1,3,4,2,100000
10318250,1,3,1,3,3,3,2,3,1,3,1,2,1,2,3,10010
10318270,2,1,1,1,3,1,1,1,2,1,1,7,4,2,3,90010
10318290,3,3,1,1,1,3,1,1,2,3,1,2,1,5,3,10010
10318330,2,1,1,1,1,1,1,1,2,3,1,7,2,1,3,100000
10318340,3,2,1,2,1,1,1,2,3,2,1,1,2,5,2,10010
10318440,2,1,1,1,3,1,1,1,2,1,1,7,3,5,2,100000
10318520,2,1,1,1,1,1,3,1,2,2,1,8,4,1,3,10010
10318540,3,1,1,3,1,1,3,1,2,1,1,8,3,1,3,10010
10318560,4,1,1,2,2,1,3,77,3,3,1,4,3,1,3,10010
10318720,2,3,1,3,1,1,3,1,2,2,5,3,2,5,2,10010
10318900,2,1,1,1,1,1,1,1,2,1,1,2,3,1,3,100000
10318970,1,1,2,2,3,1,2,77,2,2,1,2,4,2,3,10010
10319200,2,1,1,1,1,1,3,1,2,2,1,8,3,5,3,100000
10319240,2,1,1,1,1,1,1,1,2,1,4,4,3,1,2,100000
10319250,3,2,1,1,3,3,2,1,2,1,1,4,3,5,1,10010
